0.2947	1.7813
0.7315	2.4282
2.6852	4.2504
3.9986	5.5946
4.8352	6.4919
5.8632	7.5919
6.8675	8.5046
7.6264	9.6411
7.8732	10.4840
7.9617	10.3771
8.5391	10.9461
10.0424	11.8289
11.8628	13.7062
13.1490	14.6903
13.9015	15.9498
14.2748	16.2137
16.1161	17.7093
16.2556	17.9297
16.7499	18.4209
16.9974	18.5431
17.2424	19.1200
17.8926	19.5109
18.6521	20.6467
19.0965	21.1218
19.2597	21.4715
19.4207	21.6910
19.6596	21.8259
20.1050	22.3941
21.1676	22.6496
22.2553	24.2655
23.4050	24.8170
23.7599	25.8552
23.8646	26.0746
24.7196	26.8839
24.8082	27.0835
24.8357	27.2557
25.2170	27.4601
25.5081	28.3801
26.5004	29.2846
26.5948	29.4220
27.5174	29.6169
27.8249	30.1273
28.3082	30.8599
30.0663	32.4924
30.1131	32.5953
30.1893	32.6930
30.4902	33.2191
31.3718	34.2226
31.9469	34.5089
32.1990	34.5869
32.9421	35.0168
33.3200	35.5977
33.5236	35.5951
34.5918	36.2143
35.6643	37.1650
37.0794	39.6689
37.1173	39.7157
37.1948	39.8110
37.2399	40.0080
37.4051	40.0611
37.9526	40.3310
40.0639	42.2402
40.1310	42.1657
40.2275	42.4880
40.7026	42.7443
40.7077	42.7096
41.1698	42.9947
41.7146	43.6028
42.8292	44.5339
43.0002	44.9375
43.1990	45.0411
44.1467	45.8191
45.2488	47.3986
45.5724	48.0520
46.0265	48.3387
46.1457	48.3299
47.9887	49.6201
48.2242	49.9666
49.5971	51.2964
49.7474	51.6719
50.2162	52.0514
50.3660	51.9910
51.7006	53.8862
52.1658	53.9415
52.9041	54.5909
53.0319	54.6169
54.1279	55.7634
54.6779	56.6626
54.7111	56.7925
55.1090	57.2395
55.3934	57.7391
55.4043	57.8296
55.4934	57.9821
56.2402	58.2864
57.0969	59.2274
58.8306	60.4300
60.2008	61.9950
61.1406	62.8827
62.4540	64.4579
62.6038	64.6746
64.1245	65.6091
64.6437	66.4690
64.7262	67.3295
64.9985	67.7361
65.2838	68.0576
66.7822	68.4164
67.6721	69.3357
69.5849	72.5955
69.7812	72.8976
69.9809	72.9106
70.1666	72.8897
71.6056	74.2117
71.7706	74.4248
72.1473	74.8915
74.5976	76.4504
74.6573	76.5079
75.7596	77.3036
76.2214	77.8691
77.0109	79.1650
77.9205	80.1232
78.8822	80.8969
79.6266	82.0134
79.7224	82.0720
80.3255	82.6184
81.5714	83.2128
81.8755	84.0067
82.9848	84.7941
83.0789	85.0180
84.7203	86.4827
86.4948	87.9559
87.4435	90.1354
88.4329	90.3244
89.8239	91.7537
90.8294	92.4398
91.1941	93.0733
91.2972	93.8377
91.8070	94.3009
92.1126	94.7551
92.5112	95.5104
92.7123	95.7930
93.2909	96.4673
93.5924	96.6949
93.6907	96.6423
94.0730	96.7750
94.7934	97.3140
95.1222	97.4824
95.1647	97.5591
96.2231	98.0915
96.8935	98.4880
99.9128	102.5433
99.9756	102.7126
100.1741	103.0175
100.4498	103.2886
102.4538	104.1742
103.2409	104.8374
105.8087	107.3079
106.3694	108.0955
106.9522	108.5314
108.4624	110.0075
108.8709	110.4281
109.4833	111.4378
109.5088	111.4343
110.3386	112.3448
110.9040	114.0958
111.0678	114.5567
112.1381	115.6074
114.0628	117.0051
114.1091	116.9899
114.3105	117.0419
114.4689	117.2794
115.3990	117.4487
116.2310	117.8680
116.9583	118.3855
117.7300	119.8044
117.8189	120.2257
117.8495	120.1981
118.4016	121.1198
118.4628	121.1961
118.8307	121.7426
119.2967	122.0692
120.5372	122.4112
123.1458	124.9294
123.8056	126.1169
123.8583	126.3755
123.9465	126.5222
124.1470	126.9036
124.1808	126.7721
124.6336	127.1577
124.9407	127.4108
125.3659	127.6436
125.6244	128.0104
126.0372	128.4350
126.2837	128.9802
126.7810	129.5828
126.8925	129.9032
127.2926	129.9870
127.3309	129.8877
128.4779	130.9793
128.5484	131.2475
128.6915	131.7140
128.8146	132.0322
129.2395	132.5229
129.2559	132.6853
130.4041	133.1804
131.7159	133.5406
132.2473	134.3272
132.4889	134.9600
133.2257	135.5117
133.4084	135.7803
134.4458	136.4641
134.4620	136.5858
135.2428	136.8734
135.7135	137.9730
135.9143	138.0973
136.1695	138.1289
137.0787	138.6724
138.0478	139.9734
138.5852	140.3575
138.9376	141.5055
138.9780	141.6540
139.2522	142.4392
139.3784	142.6197
139.7437	143.1586
142.1896	144.1844
142.9699	144.8714
143.0603	145.0038
143.8567	146.8964
143.8633	147.0253
144.5037	148.5294
144.7627	149.1294
145.3198	150.1154
145.5442	150.4482
145.6967	150.7041
146.2623	151.3604
147.0071	152.0174
147.8841	152.6353
150.4016	153.9253
150.4856	154.1312
150.7644	154.3538
152.6206	156.1337
153.0525	156.6332
153.2068	156.4851
153.9420	156.7472
154.5770	157.0108
155.3143	157.6565
156.3087	158.6033
157.2617	158.9153
157.9341	159.4106
158.6930	160.6946
159.3031	161.5636
159.9383	161.5606
160.4411	162.0471
160.8850	162.4653
161.4137	163.0789
162.0215	163.9520
162.4355	164.1296
162.7101	164.5539
162.7967	164.5713
163.4541	165.1121
164.3602	165.9352
164.8871	166.6284
165.0005	166.8685
165.3529	167.2022
165.6039	167.3076
166.6641	168.3797
166.8488	168.7946
167.4854	169.5689
167.8884	169.8931
168.8537	170.5691
168.9076	170.4958
169.3595	171.5950
170.2112	172.0938
170.4723	172.2393
172.3493	174.5609
172.4996	174.4109
173.5324	175.4066
176.8212	179.2189
176.8900	179.1804
177.6873	179.4878
180.2451	181.8313
180.9474	182.7871
181.7376	183.4454
183.2257	184.8458
184.9343	187.2304
185.2013	187.5090
185.4099	187.5721
187.3787	188.8887
187.6308	189.4531
188.6912	190.7756
188.8998	191.1039
189.7881	192.6030
189.8226	192.4263
189.9362	192.8052
190.0610	192.8397
192.8369	194.6277
194.8082	196.5825
195.0375	196.7236
195.2192	196.8346
195.8633	197.4469
196.2466	198.1264
196.3871	198.1199
197.5201	199.0284
197.8605	199.4537
198.8857	200.4738
199.2037	200.8095
200.3081	202.3040
200.3539	202.5678
200.5710	202.8943
